text,tags
服务顶尖 味道极棒 环境卫生极好 员工热情 菜品新鲜，丰富多选,"服务整体环节(正面), 食材好 (正面)"
好吃好看很适合和朋友来打卡唠嗑很推荐,
员工完全没有服务，态度不紧不慢，员工培训不合格,
非常好吃服务非常到位以后还会再来的！,服务整体环节(正面)
服务员基本没提供服务，员工培训不合格,
经济实惠 好不错 推荐,
番茄锅底真的很不错很好吃，酸酸的口感，服务也超棒，装修风格别具一格很好看的蒂芙尼蓝,"卖相好(正面), 菜品其他分类 (正面), 服务整体环节 (正面), 口感好 (正面)"
肉卷都是超大一份的.食材也超新鲜.；服务态度也很不错哟，装修的风格很不一样.吃饭心情都很好,"服务整体环节(正面), 分量多 (正面)"
季季红火锅好吃好吃，非常好吃，推荐，下次还来。,菜品其他分类(正面)
环境很好，菜很好吃，最重要的是不要调料费，两个人吃一百多就很饱了，推荐大家来！nn,菜品其他分类(正面)
菜品非常新鲜，味道也很好，调料的种类也很多，物美价廉，季季红值得选择！服务员态度也非常好，很有被服务的体验，推荐朋友来，以后也会常来的！,"菜品其他分类(正面), 服务整体环节 (正面), 食材好 (正面)"
颜色好看，菜新鲜，性价比高，值得推荐,食材好(正面)
味道很好，食物很新鲜很好吃，服务很热情,"菜品其他分类(正面), 服务整体环节 (正面), 食材好 (正面)"
位置在蓝天碧水里面，是粉色的火锅主题，自己推个小车去拿菜品，种类很丰富，也很方便，自己想吃什么就可以拿什么，菜品包装的都很精致，适合约会，还有免费的冰淇淋四个种类的口味可以吃，味道还不错，服务也很好，及时清理盘子，垃圾。,"口味好(正面), 服务整体环节 (正面)"
季季红蓝天碧水店，一家粉红色的火锅店，这个天气吃火锅是首选，所以人特别多，食材自选，品种还挺多，蔬菜，肉类，海鲜，油炸类分区摆放，想吃什么拿什么。新增了一个伊利的冰淇淋柜，吃完火锅可以来一坨冰淇淋。火锅吃完才想起拍照[调皮][调皮],
店内环境挺好的，很干净明亮，料理台也有蛮多种类的酱料，中午人很多，但是上菜速度也还挺快的，服务员撤空盘也很积极，菜价也不算贵，两个人花了120元就吃的很撑很撑了，就是纸巾需要去前台报桌号才能领取。,"出餐环节(正面), 服务整体环节 (正面)"
好吃不贵经济实惠，服务态度很好,服务整体环节(正面)
冬天当然要吃季季红啦！火锅介的yyds 真的爱死，价格真的也很亲民锅底最贵也就才30多，100多俩个人可以吃到撑，蔬菜??真的超级便宜！！「贡菜」我真的超级爱，脆脆的每次必点！酱料超级多，而且不收费哦！ 性价比真的超级高[强],"菜品其他分类(正面), 口感好 (正面)"
经常经常经常看到很多季季红的店铺，街面上广告也是巨多.很难不来搓一顿[偷笑] [薄荷]环境： 店蛮大的～一楼取号二楼大厅坐的满满当当，好像还有包间. [服务铃]服务： 忙忙碌碌的服务员们还是蛮不错的，服务很好（but收银那位大哥那也确实是高冷…） 锅底全都是鸳鸯锅型，真心建议考虑新设一下四宫格之类的，可以满足更多需求嘛～ [火锅]调料区挺丰富，食材选择也很多，而且还有烤串，吃到巨饱.浅浅的说南昌的辣那也是真的辣. 干干净净的火锅店.服务不错的就餐区店员们～愉快的一次就餐.棒[6],"服务整体环节(正面), 食材差 (负面)"
去的时候已经晚上九点多了，以为是两点下班，结果吃到一半才发现弄错了，害得一群姐姐妹妹很晚才下班，非常不好意思，服务很周到，即使很晚下班也没有甩脸色，真的非常好。食材都很新鲜，性价比超高，江西火锅第一，都来吃吧。,
非常好吃，下次还会来，服务员服务非常周到的服务态度很好[强]菜品都很新鲜很有食欲，餐具干净卫生工作很爱吃，已经去过很多次了下次还会去的[微笑]都是大学生，评价肯定不会错的。会和同学多次推荐这个火锅。真的爱了爱了,服务整体环节(正面)
整体环境还不错 店里看着干净卫生 菜品份量也很足 不会说很少 肉卷都超级多 嘎嘎心动 两个人消费一百八完全够了 吃得很饱 食材也很新鲜 上菜速度还行 超级喜欢锅底的味道 狠狠炫 虾滑也很好吃 来吃过好几次了 很是喜欢 推荐 好吃且划算,"出餐环节(正面), 卖相好 (正面), 菜品其他分类 (正面), 分量多 (正面)"
真是糟糕，之前吃还可以，这次和一家人来吃，手动点单，收银员都能搞错锅底，等了半天，菜都上齐了，还要等锅开，真是服了,出餐问题(负面)
环境还是挺不错的，味道还是跟之前一样没什么变化,
好久没带孩子们出来吃夜宵了，正好今天下班比较早，南瓜饼很好吃，无骨鱼片每次来必点，孩子们都说很好吃,菜品其他分类(正面)
季季红在南昌都算不清有多少家店了，也吃过很多家，那天在万寿宫玩的时候无意中发现有新开一家，就在那个总排队的绿豆饼的旁边楼上，店是新装修的，黄色的色调，还是比较好看的，每次吃季季红都是那几样，现在多了鹿肉，也不错，味道还是没变，哈哈哈，还是喜欢这个味道，每次福建出差回来都要找一家吃，来过过嘴瘾，找回原来的味道！,"菜品其他分类(正面), 口味好 (正面)"
菜品确实新鲜，是小碗菜所以可以品种吃的多一点。锅底非常不错了，感觉都不用涮油碟，吃到后面会好一点。肥肠很耙味道也不错，收拾干净。腰片之类的菜如果可以配干碟就更好了。总的来说是一家不错的社区火锅店，想吃就选季季红,"菜品其他分类(正面), 口味好 (正面)"
季季红火锅还是人多啊，好热闹啊，果然天气冷就适合吃火锅啊。就是等位有点久，哈哈哈不亏是季季红！,迎宾排队问题(负面)
[薄荷]环境: 好 [服务铃]服务: 非常满意，菜品味道不错，菜品多，卫生好,
这家饭店绝对值得五星好评！从环境到菜品，一切都让人印象深刻。一进入餐厅，宽敞明亮的空间和雅致的设计让人倍感舒适。服务员热情友好，为顾客提供了周到的服务。 菜品的口味和质量同样令人惊喜。各种菜品色香味俱佳，尤其是招牌菜，让人回味无穷。此外，饭店还提供了丰富的素食选择，照顾到了不同客人的需求。 价格方面，虽然这家饭店属于中高档水平，但性价比较高。无论是商务宴请还是家庭聚餐，这里都是一个不错的选择。 总之，这家饭店在各方面都表现得非常出色，强烈推荐给所有喜欢美食的朋友们。下次一定还会再来光顾！,"菜品其他分类(正面), 服务整体环节 (正面)"
牛蛙和娃娃菜很好吃，非常满意，下次还会再来光顾,菜品其他分类(正面)
上菜速度很快点完几分钟就到-他家的毛肚和虾滑蛮好吃的，推荐大家吧，哈哈哈哈,"出餐环节(正面), 菜品其他分类 (正面)"
[薄荷]环境: 在火车站旁边，吃完去车站刚刚好，很舒服了，大概步行700米的距离 [服务铃]服务: 还不错，吃饭的时候刚好碰到一大群coser来吃火锅，蕾姆在冰淇淋柜那里被coser们围住哐哐给大家挖冰淇淋吃?? 「免费的冰淇淋」冰淇淋好棒！不是粉兑出来的，是正经冰淇淋！我们两个人吃了好几份[笑哭] 「油炸素鸡」好吃！这个必点！要搭配冰淇淋，好辣 「油炸八宝」这个还不错吧，不如油炸素鸡 「鹿肉卷」挺嫩的，但是我吃不太出来，这价格分量很足了 油炸腐竹也很好吃，别干吃，得像吃螺蛳粉那样煮一下吃～ 冰火蕉加炸的很好，也值得一试！ 手打牛肉丸和鲜椒牛肉也很不错，都可以点点看～,"菜品其他分类(正面), 口感好 (正面), 食材差 (负面), 口味差 (负面)"
这里非常好氛围感很强菜品也不错下次还会再来的，很喜欢这个季季红,菜品其他分类(正面)
服务赞赞赞，态度好！菜品新鲜[调皮][调皮][调皮]上菜快！江西的神！,"出餐环节(正面), 服务整体环节 (正面)"
每次吃火锅都会选择季季红 ，这家店是新开的装修不错，又便宜又好吃,菜品其他分类(正面)
从进门之后没有任何人接待我们，在门口站了很久，其次我们点的菜品都上了，餐具也没有给我们上还是我们自己去拿的，菜品也不新鲜，吃完回去就拉肚子了,"迎宾排队问题(负面), 店内服务问题 (负面), 服务整体问题 (负面)"
店内环境，店员服务都很不错，总的评价挺好的，下次可以来,服务整体环节(正面)
季季红的菜味道特别好迟吃，服务也特别棒，菜特别新鲜，下次还会再来吃的，推荐大家来品尝,服务整体环节(正面)
第一次来，凤爪很好吃，还有招牌的虾滑，味道都非常不错,"菜品其他分类(正面), 口味好 (正面)"
环境很好，菜很新鲜，有免费冰激凌很好吃，服务很到位，下次还会再来,"菜品其他分类(正面), 服务整体环节 (正面)"
菜品新鲜，锅底味道好极了，价格实惠，调料丰富，服务员热情周到，我很喜欢来吃季季红，也推荐大家来尝尝，真的很好吃很不错,"菜品其他分类(正面), 口味好 (正面), 服务整体环节 (正面)"
这个服务差的不是一星半点，从进门开始没有任何人接待，在门口站了一分钟，到了位置之后餐具也没有，菜品全都上了之后，也没有给我们餐具。,"迎宾排队问题(负面), 店内服务问题 (负面), 服务整体问题 (负面)"
家门口美食 服务好，味道好，真心满意,服务整体环节(正面)
这里都挺好的  爱吃辣的  不爱吃辣的  味道很好  推荐推荐,
店内环境挺好的，调料台也很整齐，漏出的料汁也会及时擦除，上菜速度很快，调料品种多。口味好， 值得一试！,"出餐环节(正面), 食材好 (正面)"
味道环境都不错，就是空调有点热了，不错的。,
很方便，自己去拿的很干净，更快捷，味道很好，下次还来,
菜品好吃，海带片很脆很好吃，上菜好快,"出餐环节(正面), 菜品其他分类 (正面), 口感好 (正面)"
价格实惠，菜品新鲜，环境不错，菜品种类很多，味道一如既往的好吃，份量很足，值得推荐，下次还会来的,
这里的服务有点差，服务员态度很不耐烦，还凶人,服务整体问题(负面)
第一次尝试季季红还不错 菜品蛮新鲜的哦 份量也够吃的 三个人点菜不到一百五就吃的饱饱滴 这边锅底也是很不错的 对比去其他家我还是更倾向于来季季红消费 这边环境也蛮好 卫生也是 位置在上高中心这边 这边的话服务也蛮不错的 小姐姐小哥哥都很亲切 季季红很适合大众消费哦 推荐大家来打卡呢 这边调料也蛮多种 还有免费的银耳羹喝 吃火锅优先选择季季红??????,"菜品其他分类(正面), 服务整体环节 (正面), 食材好 (正面)"
季季红的菜品味道真的很不错，每次都和闺蜜们来吃，他们大家总是吃番茄锅，而我最喜欢吃的是麻辣锅，我觉得火锅嘛还是辣点好吃，最主要的就是他家的锅底味道也很好，每次都来这里闭必点毛肚片，还有这里的南瓜饼和红糖糍粑味道也很哈好，都是值得推荐的,"菜品其他分类(正面), 口味好 (正面)"
环境不错，服务态度很好，东西也不错,服务整体环节(正面)
味道不错  挺喜欢吃这家火锅的  服务还好  刚好现在天气比较冷  来吃火锅刚刚好  吃完浑身暖暖的,"口味好(正面), 服务整体环节 (正面)"
季季红的火锅真的特别好，南昌啊，上饶啊，我经常去吃，在南昌读书的我偶尔也要跑到季季红去吃一顿，吃来吃去还是上饶的这家有味道，想什么毛肚啊，蛋饺啊每次都是我必点的，对了最最重要的一个，他家的肥牛卷沾秘制麻辣酱，巨好吃，很推荐这种吃法,菜品其他分类(正面)
融创茂的季季红生意太好了，只见其他店，门可罗雀，这家火锅店排起了长队，带娃年度汇报演出，正好赶上了饭点，当然得吃一吃。 今天是水煮的Plus版，应小朋友的要求，第一次点了全番茄汤，上菜的速度真快，听说15分钟不上菜，红姐请我们吃顿火锅。 嘿嘿，从学生时代还能屹立不倒，是有它的道理的。价格还是亲民。 冬天会主动给凉的饮料，下次如果可以多加一个选项就更完美了。 门口的免费冰淇淋，也是吸引了一大波的大小儿童。冬天的银耳汤，非常软烂入味。[呲牙],"出餐环节(正面), 迎宾排队问题 (负面), 口味好 (正面), 口感好 (正面)"
季季红的火锅特别好吃，菜品也便宜，每次都和兄弟们来吃，人均价格也低，就五十多一个人，毛肚的味道特别好，脆脆的，还有这里的肥牛卷也特别好吃，锅底味道也特别棒,"菜品其他分类(正面), 口味好 (正面), 口感好 (正面)"
[薄荷]环境: 环境可以，喜庆的，有春节氛围 [服务铃]服务: 服务也挺好，上菜快，服务热情 推荐[微笑],"出餐环节(正面), 服务整体环节 (正面)"
经济实惠，好吃，南昌人的最爱。,
味道很好，价格优惠，食材很新鲜，就餐环境也很干净，服务员态度很好很周到。,"服务整体环节(正面), 食材好 (正面)"
价格很实惠菜品很新鲜，冬天真的是很时候吃火锅[调皮],
服务很好，菜非常好吃，环境十分优美,"菜品其他分类(正面), 服务整体环节 (正面)"
很好吃，都吃光了,
过年店内氛围很好，上菜速度也很快，服务态度也很好，推荐大家来,"出餐环节(正面), 服务整体环节 (正面)"
服务很好，口味超赞，环境超好，食材也很新鲜,"服务整体环节(正面), 食材好 (正面)"
服务很好，菜非常非常非常非常好吃,"菜品其他分类(正面), 服务整体环节 (正面)"
环境挺好的，味道也还不错，很适合聚餐团聚,
菜很多也好吃 看的到很新鲜 下次还会来,"菜品其他分类(正面), 食材好 (正面)"
非常好吃，干净卫生，口味不错，位置很好,
家人们超级好看炫酷特别适合拍照?? 关键他们家服务员态度超级好,服务整体环节(正面)
[薄荷]环境: 新开的店今天过来打卡一下 环境很不错哦 干净卫生 服务态度也好哟 值得推荐 这边的菜品也多 锅底的话个人觉得香辣+三鲜的不错肉卷份量也是足足的呀 [得意][得意]位置在上高中心这边哟 这家店很值得打卡呢 季季红永远吃不腻的呢 菜品也很新鲜,"菜品其他分类(正面), 服务整体环节 (正面), 分量多 (正面)"
带小孩子来打卡啦，小孩子天天说想吃火锅所以就来打卡啦 服务员态度非常好??，也非常有礼貌,服务整体环节(正面)
朋友们，放心冲！性价比真的很高，而且交通非常方便，大家可以来体验体验！,
和朋友来吃火锅很好吃，值得推荐！！！,菜品其他分类(正面)
环境优美，服务态度很好，卫生很好,服务整体环节(正面)
口味还是非常好吃的，服务还是很好的呢，带小孩来，方便停车,服务整体环节(正面)
放假了，来季季红吃火锅了，好多人啊，还要排队等了十几分钟，终于等到了， 点了他这的新品现切牛肉，味道非常不错，,"迎宾排队问题(负面), 口味好 (正面)"
服务态度好菜好吃又新鲜，口味很好服务也太好又贴心主动递纸巾，价格便宜，来这吃火锅很值得,服务整体环节(正面)
服务态度非常好，新开的店卫生也挺不错，下次还会再来！,服务整体环节(正面)
正好路过这边看到这边有家火锅店，室内装的非常喜庆，价格有点惊呆我了，非常实惠，味道还可以，超预期了,口味好(正面)
这家季季红装修得特别年轻化，适合我们来打卡聚餐，服务也是很不错的，及时给我们加汤,服务整体环节(正面)
南昌本地人都爱吃的火锅 从外地回来第一件事就是来这！太喜欢啦,菜品其他分类(正面)
这里的菜好吃而且便宜哈哈哈来这里吃很多次了，很不错嗷，服务也好的嘞。,"菜品其他分类(正面), 服务整体环节 (正面)"
服务态度认真，菜品非常新鲜，环境非常整洁干净，值得大家来品尝,服务整体环节(正面)
放假了，季季红红的生意太好了吧，每天看到那么人排队，口感非常好，这新嫩肥牛真的非常好吃，吃的回味无穷吃了还想吃，菜品新鲜，份量要多，特别是这里的调料品种非常多，虾滑非常脆，满满的虾肉非常多 [服务铃]服务: 非常好，服务到位 [薄荷]环境:干净「秘制鲜辣酱」,"菜品其他分类(正面), 服务整体环节 (正面), 食材好 (正面), 口感好 (正面), 分量多 (正面)"
菜品很丰富 菜的份量也很多 价格相对来说比较便宜 店里干净又卫生 服务态度好，好吃爱吃,服务整体环节(正面)
虾滑很好吃，店内环境很好，油炸也很好吃，最主要的是服务员很热情，因为今天穿了白色衣服，服务员小姐姐主动提供了围裙！推荐大家来！！,"菜品其他分类(正面), 服务整体环节 (正面)"
菜品还是挺新鲜的，味道很好的，服务挺不错的,服务整体环节(正面)
一进门抬头一看居然是星空天花板好漂亮，服务员热情的打招呼介绍，这服务让我满意，味道好吃，菜品新鲜我们都吃的好饱，以后就来这啦。,服务整体环节(正面)
服务员很热情，时不时问要不要加汤，菜也很好吃，海带芽很嫩！,"服务整体环节(正面), 口感好 (正面)"
[薄荷]环境: 非常不错 [服务铃]服务: 很周到,服务整体环节(正面)
服务员热情周到. 菜品特色. 小姐姐可爱,服务整体环节(正面)
很好，很喜欢,
来南昌参加米粉节，听说当地这家火锅店不错就过来了，七点半过来的还在排队前面有15桌，生意不错，点了牛油和菌汤锅底，菜品价格比较实惠，出品份量也还好，牛蛙不错，现点现杀的，叫跳舞的牛蛙，其实就是杀好后放点盐，端上来牛蛙肉还在动，基本酒水茶水都是自己动手拿才行，整体还行；,"菜品其他分类(正面), 食材好 (正面)"
经常来这里吃，很喜欢这里的服务和氛围,服务整体环节(正面)
「季季红火锅(宜丰红商城店)」 连锁店来着，宜丰就有两家。 [薄荷]环境: 店铺挺宽敞的，去的时候，已经过中午了，没什么人。 [服务铃]服务: 服务一般，上菜贼慢，底锅差不多半小时才上，可能是都下班了吧。 味道没什么特别的，体验感一般。,出餐问题(负面)
又来吃季季红了，味道特别好，超爱他家的火锅，现在还上了免费的冰淇淋，真的是太nice了。价格实惠满满的。过年的气氛，装修后更加好看,菜品其他分类(正面)
服务态度很好，菜品也很新鲜，不错，来了很多次了， 下次还会来，,服务整体环节(正面)
[薄荷]环境: 整体看起来不错，给人很舒适，进店也有欢迎，有一种回家的感觉 [服务铃]服务: 服务也很周到，有主动的加汤，回应也很及时，不愧是家乡的火锅。 菜品也是很nice的，点完单看到整体的价格比海底捞便宜，同样量比其他火锅便宜很多，吃起来也挺好吃的！为季季红点赞??[强][强],"迎宾排队环节(正面), 服务整体环节 (正面)"
[薄荷]环境：环境设计特别的梦幻！跟前其他家店有很大的差别！装修上花了不少功夫！ [服务铃]服务：还可以！中规中矩的！ 「精品肥牛」好吃 「贡菜」特别喜欢每次必点的菜 「精品肥羊卷」不错 「南瓜饼」这个小吃比小酥肉好吃哦！ 「牛蛙」很嫩很喜欢！,"菜品其他分类(正面), 口感好 (正面)"
口味很好，店内环境很不错，工作人员服务态度非常好！！,服务整体环节(正面)
环境干净卫生 食材新鲜 服务态度好,"服务整体环节(正面), 食材好 (正面)"
季季红火锅，景德镇这边有好几家，正好过来出差，同事推荐，工作之余就过来了。 [薄荷]环境: 傍晚人挺多的，环境还可以～挺有氛围～ 「羊肉」羊肉挺大一盘，比较新鲜的，涮几下就好了～ 「嫩牛肉片」牛肉也挺嫩的，涮完，蘸料吃，过瘾～ 性价比超高，两人才一百多块，推荐～,"菜品其他分类(正面), 食材好 (正面), 口感好 (正面), 分量多 (正面)"
周六7点不到过来就已经开始等位了 门口有停车位，不过停了很多车，要早来来有位置 新增了免费冰淇淋，有四个口味，感觉抹茶的最好吃，8点多吃完了服务员还会再加一桶，无限量吃，而且是伊利的，很好吃 上菜很快，加菜也很快，食材新鲜，应该是南昌性价比最高的火锅了,"出餐环节(正面), 菜品其他分类 (正面), 食材好 (正面)"
季季红总而言之就是三个字字“很便宜” 第一次见锅底二三十块而且味道也不会特别水番茄味还蛮浓的，还有自助的冰淇淋，菜品的话分量也还行，两个人点了七个菜都差不多吃饱了，加锅底才¥100可以说是特别实惠了[色],口味好(正面)
服务态度挺好的 而且这里的火锅味道很好吃，一直都在这里吃，性价比高。,"口味好(正面), 服务整体环节 (正面)"
太好吃了，干净卫生，服务周到，香喷喷，就是好??️！,服务整体环节(正面)
服务非常热情友好，价格也便宜，食材新鲜，量够两个人吃，主要是价格透明，场地也干净有特色，不愧是季季红,服务整体环节(正面)
这个品牌火锅在江西省有300家直营店，这家店位于横峰县红太阳路十字路口边上，附近有面包店，奶茶店吃火锅刚好解解辣，我们点的是微辣，上上来感觉是清汤的样子，煮开后上面就漂浮一层少量红油，汤底肉眼可见的全是辣椒籽在翻滚，总体来的主打性价比，味道很一般,"食材差(负面), 口味差 (负面)"
菜的种类很多 服务也很热情 环境很喜庆 下次还会来,"服务整体环节(正面), 食材好 (正面)"
娃放假了，一家人一起来的。今天天气也很好。。这里服务态度也还不错。,服务整体环节(正面)
服务很热情 菜种类也很多 价格也很实惠  环境也很不错,"服务整体环节(正面), 食材好 (正面)"
每次首选季季红，这次又来了。一如既往的满意,
环境不错。服务很好，菜品新鲜。味道不错。还会再来,服务整体环节(正面)
早就听说百盛开了一家蓝色的季季红，装修好看还打扫的干净卫生，食材也是看的见的干净，口感也好吃，非常不错,
菜品很好，物美价廉，服务态度很好，很满意的一次体验！,服务整体环节(正面)
服务很好，喜欢，上菜速度也快，第一次来，值得推荐,"出餐环节(正面), 服务整体环节 (正面)"
很干净，绿色的环境很舒适，季季红一向都很实惠性价比超高,
菜新鲜美味 服务态度好 环境优美 值得来,"口味好(正面), 服务整体环节 (正面), 食材好 (正面)"
非常好吃，环境很棒，我们很满意锅底的调味，服务很好很贴心,"菜品其他分类(正面), 服务整体环节 (正面)"
很好吃 环境非常好 和朋友一起来过生日非常合适,
环境很好，服务到位，非常满意，很喜欢吃,服务整体环节(正面)
今天带小孩来吃    高兴坏了   都说好好吃     环境好     好喜欢,
学校放假了，跟同学在外面打暑假工，刚好今天都换班休息，就来这家店吃火锅，味道不错，环境优雅，有点像过年的感觉,口味好(正面)
吃了这么多年的火锅，还是季季红好吃??现在季季红越来越好，还有各种颜色的主题餐厅，价格实惠又好吃，平时逛街不知道吃什么，都会想着要去季季红吃火锅，菜品也很丰富，自己想吃什么就挑选什么，还有免费的冰淇淋和银耳汤,
菜品份量很足，服务很好，毛肚片很好吃,"菜品其他分类(正面), 服务整体环节 (正面)"
今天来融创茂吃季季红火锅了，这家店位于融创茂3楼，店里挺大的，人也挺多的，店里环境不错，店员服务态度也很好，有问题都会及时处理，火锅食材品种挺多的，点完食材还可以去自助调料区调料，价格也很实惠，点了三盘肉、年糕、面.....个人感觉味道不错。,服务整体环节(正面)
环境：干净卫生 服务态度很好    食物很干净    味道不错    值得来吃   ！  ！ ！,"卫生好(正面), 菜品其他分类 (正面), 口味好 (正面), 服务整体环节 (正面)"
这个和南昌比起来不是一般的垃圾没有任何服务菜端上来就是一摞子放下就走，围裙的油烟味简直要恶心死人，卫生就是脏乱差，我冬天过来的小料台都是脏死我怀疑夏天来是不是到处都是苍蝇，吃这么多年火锅就没有遇到过这么垃圾的地方，总部不来人管理吗不怕砸了你们的招牌吗！垃圾中的垃圾！,"出餐问题(负面), 服务整体问题 (负面)"
这个和南昌比起来不是一般的垃圾没有任何服务菜端上来就是一摞子放下就走，围裙的油烟味简直要恶心死人，吃这么多年火锅就没有遇到过这么垃圾的地方，总部不来人管理吗不怕砸了你们的招牌吗！垃圾中的垃圾！,"出餐问题(负面), 服务整体问题 (负面)"
大厅的布置还不错，银耳莲子羹很好喝，很赞????,菜品其他分类(正面)
家就住在附近，每次晚上回家路过都能闻到很浓的火锅味哈哈哈，尤其是冬天太适合吃火锅～味道不用说，江西人民对季季红应该知根知底了，性价比超高。隔一会儿就会有服务员主动来加汤，然后也会有服务员主动收空盘，除了没有海底捞的科目三，其他其实都还不错。,服务整体环节(正面)
已经很久没有吃季季红  这次吃是因为和朋友在路上逛街，然后路上看到了就顺便吃一下这个结果菜品价格还是一样很实惠 服务好 味道也不错 还新出了还新出了冰淇淋有三个口味的，都很好吃 建议再推出一个巧克力味的 推荐大家来 下次还会约朋友一起出来吃,"菜品其他分类(正面), 服务整体环节 (正面)"
味道好极了，这里的羊肉丸好吃，调料品种多，环境也不错????????,"菜品其他分类(正面), 食材好 (正面)"
服务态度特别差，菜品也不新鲜， 我跟服务员说菜不新鲜要求换一份后厨大妈还在那里吼说换不了叫我退菜[擦汗],服务整体问题(负面)
当时去的比较晚，是大概七点半到了店里，前面还有八桌，那个时候前台的服务员说基本上很快有人吃完了。后面等待不超过十分钟的样子，就已经排到了自己。这一家季季红的特色就是自己选购食材，我和闺蜜是一起去吃的，当时还觉得吃不完，最后说了个200多，但是我们最后实际上我们根本吃不完那些东西。季季红还是便宜，而且东西量比较多，对于两个女生来说，选150左右的食物是完全吃的饱的,"迎宾排队环节(正面), 价格低 (正面)"
开始点了两份毛肚上上来都是跟别人吃剩的一样毛肚片那么细就三四片冰全部暴露出来我要求换一份 那个厨房阿姨在那边大声的骂骂咧咧的客户都能看见骂了几分钟态度非常不好辱骂客户说换不了让我们退这就是你们季季红教出来的员工吗?真是厉害我们没看见小票没看见纸巾问服务员服务员也没好气让我们去前台拿我让你们换了菜你们就这么态度对待顾客真是厉害吃了一个小时汤也没有人来汤等到都快干了都吃完了才有人来加汤你们十里万达店真厉害吃好几次了上次是羊肉卷这次是毛肚不信就去看监控吧 晚上8点吃的看看那个毛肚是不是跟人吃剩的一样我们是来吃饭不是来受气的12315我们也会去投诉 第一次吃那么憋屈的饭,服务整体问题(负面)
开始点了两份毛肚 上上来都是跟别人吃剩的一样 毛肚片那么细 就三四片 冰全部暴露出来 我要求换一份 那个厨房阿姨在那边大声的骂骂咧咧的 客户都能看见骂了几分钟态度非常不好 辱骂客户 说换不了让我们退这就是你们季季红教出来的员工吗？真是厉害 我们没看见小票没看见纸巾 问服务员服务员也没好气让我们去前台拿 我让你们换了菜你们就这么态度对待顾客真是厉害吃了一个小时汤也没有人来汤 等到都快干了都吃完了才有人来加汤 你们十里万达店真厉害[强]吃好几次了 上次是羊肉卷 这次是毛肚 不信就去看监控吧 晚上8点吃的 看看那个毛肚是不是跟人吃剩的一样 我们是来吃饭不是来受气的 12315我们也会去投诉 第一次吃那么憋屈的饭,服务整体问题(负面)
[薄荷]环境:大厅布置优美，很宽敞 [服务铃]服务:服务热情，声音洪亮,服务整体环节(正面)
味道很好 非常地道是火锅的味道  来了几次了 每次都很尽兴！,"菜品其他分类(正面), 口味好 (正面)"
第一次来，感觉服务很好 然后又很宽敞，和朋友来聚餐很舒服,服务整体环节(正面)
最喜欢这里的油炸，每次来一定会点，很好吃很推荐,菜品其他分类(正面)
牛蛙特别好吃，上次一次也点了，因为他们的牛蛙是现杀的，特别新鲜，还会跳舞哦,"菜品其他分类(正面), 食材好 (正面)"
很好吃这家店。有免费冰淇淋吃还有莲子羹哦 我觉得不错滴,
菜品很新鲜 环境也很好 冰淇淋免费的很赞哦[强] 服务态度真的让镇惊 真的很值得去关注品尝一下 食材很香 [薄荷]环境：五星 [服务铃]服务：五星 五星[调皮],"菜品其他分类(正面), 服务整体环节 (正面)"
经常来这里吃，每次来必点肥牛，味道特别劲道，很好吃,"菜品其他分类(正面), 口味好 (正面)"
建议你来一次，然后你就不会来第二次￼,
总体而言，实惠好吃够味「精品肥牛卷」牛肉YYDS，来吃必点，实现了光盘行动，哈哈哈哈。环境很不错，进来有人接待落座「墨鱼仔」我的最爱。炸串还不错「手工牛羊肉丸子」这个东西也好吃??,菜品其他分类(正面)
【环境】这家店的卫生做的蛮不错的 【服务】小姐姐服务态度也不错上菜也很快,"出餐环节(正面), 服务整体环节 (正面)"
「#嫩牛肉片」 【口味】口味很好 【环境】环境优美，适合来打卡 【服务】服务态度很好，很热情 【性价比】六个人两百就可以，性价比很高,"口味好(正面), 服务整体环节 (正面)"
排队很快 桌椅地面都满干净的 调料台 厕所都打扫的很干净 菜品和之前一样美味服务很主动 大品牌就是好 还有最爱的现切牛肉和现杀的牛蛙 牛肉很嫩 牛蛙还会动 现在充值600送66 对老粉来说还是很划得来的 可以吃好多次  隔几天还会再来的[调皮],"菜品其他分类(正面), 迎宾排队环节 (正面), 服务整体环节 (正面), 食材好 (正面), 口感好 (正面)"
来季季红吃经济又实惠，服务到位！,服务整体环节(正面)
「牛蛙」「鲜美肥羊卷」「嫩牛肉片」「撒尿牛丸」,
环境很不错.服务态度也好.总体体验不错.喜欢吃火锅的姐妹们可以冲,服务整体环节(正面)
环境不错，服务好，上菜及时，下次还来，味道也很好,"出餐环节(正面), 服务整体环节 (正面)"
已经来过很多次了，每次都很满意，菜品新鲜，口感丰富。这里的菜品真的非常精致，从口味到颜值都让人难以忘怀。,
环境非超好 很好吃服务态度也超级好,服务整体环节(正面)
服务很好，菜品炒鸡喜欢，天天都来吃！,服务整体环节(正面)
刚开的店，环境很好喔！服务态度也挺好的，味道一如既往的好哈哈哈哈哈。平常就很喜欢季季红，推荐的！！,"菜品其他分类(正面), 服务整体环节 (正面)"
非常好吃，几乎天天来，超级爱啊！,
服务耐心 用餐愉快,服务整体环节(正面)
经常来吃！！太实惠划算了，很喜欢吃肥牛卷,菜品其他分类(正面)
